resultado_id,simulado_id,aluno_id,ano,materia,status_realizacao,nota,nota_valida,nota_pct,acertos,tempo_finalizacao_min,inicio_simulado,dispositivo,tentativas,unidade_aplicacao
R00000202,S20210002,A00196,2021,Matemática,Finalizado,63.6,63.6,63.6,30,172.0,2021-06-10 18:45:00,Celular,1,Aldeota
R00000203,S20210002,A00140,2021,Matemática,Finalizado,54.8,54.8,54.79999999999999,27,347.0,2021-11-20 18:45:00,Desktop,3,Centro
R00000204,S20210002,A00046,2021,Matemática,Incompleto,79.7,79.7,79.7,36,132.0,2021-05-24 00:00:00,Não informado,3,Centro
R00000205,S20210002,A00067,2021,Matemática,Finalizado,81.8,81.8,81.8,38,264.0,2021-06-03 12:30:00,Desktop,1,Não informado
R00000206,S20210002,A00072,2021,Matemática,Finalizado,77.2,77.2,77.2,36,276.0,2021-11-06 19:45:00,Não informado,,Online
R00000207,S20210002,A00112,2021,Matemática,Ausente,,,,,,2021-08-08 16:30:00,Papel,1,Sul
R00000208,S20210002,A00372,2021,Matemática,Finalizado,70.1,70.1,70.1,29,211.0,2021-04-27 08:15:00,Não informado,,Sul
R00000209,S20210002,A00338,2021,Matemática,Ausente,,,,,,2021-11-01 00:00:00,Desktop,2,Centro
R00000210,S20210002,A00755,2021,Matemática,Finalizado,76.5,76.5,76.5,33,225.0,2021-06-10 00:00:00,Celular,3,Online
R00000211,S20210002,A00296,2021,Matemática,Ausente,,,,,,2021-07-07 17:00:00,Desktop,3,Sul
R00000212,S20210002,A00502,2021,Matemática,Incompleto,90.3,90.3,90.3,37,219.0,2021-11-26 17:15:00,Tablet,2,Centro
R00000213,S20210002,A00409,2021,Matemática,Finalizado,91.7,91.7,91.7,42,230.0,2021-04-03 17:45:00,Tablet,2,Não informado
R00000214,S20210002,A00229,2021,Matemática,Finalizado,92.4,92.4,92.4,41,263.0,2021-09-21 14:30:00,Desktop,3,Aldeota
R00000215,S20210002,A00026,2021,Matemática,Finalizado,60.9,60.9,60.9,26,239.0,2021-05-21 12:45:00,Celular,2,Aldeota
R00000216,S20210002,A00524,2021,Matemática,Finalizado,82.1,82.1,82.1,35,330.0,2021-05-16 16:30:00,Celular,2,Online
R00000217,S20210002,A00073,2021,Matemática,Ausente,,,,,,2021-04-22 08:15:00,Desktop,2,Online
R00000218,S20210002,A00774,2021,Matemática,Finalizado,53.4,53.4,53.400000000000006,25,241.0,2021-04-23 08:30:00,Papel,1,Online
R00000219,S20210002,A00783,2021,Matemática,Finalizado,40.8,40.8,40.8,19,260.0,2021-06-27 14:00:00,Desktop,1,Centro
R00000220,S20210002,A00262,2021,Matemática,Finalizado,49.5,49.5,49.5,23,192.0,2021-05-22 15:45:00,Celular,3,Sul
R00000221,S20210002,A00323,2021,Matemática,Finalizado,53.8,53.8,53.79999999999999,25,266.0,2021-05-25 12:30:00,Não informado,2,Não informado
R00000222,S20210002,A00150,2021,Matemática,Finalizado,88.1,88.1,88.1,37,122.0,2021-08-20 19:00:00,Papel,3,Online
R00000223,S20210002,A00013,2021,Matemática,Finalizado,58.3,58.3,58.3,25,313.0,2021-05-05 09:30:00,Celular,,Sul
R00000224,S20210002,A00721,2021,Matemática,Finalizado,51.4,51.4,51.4,24,297.0,2021-04-23 09:30:00,Desktop,1,Sul
R00000225,S20210002,A00445,2021,Matemática,Ausente,,,,,,2021-04-10 19:00:00,Celular,3,Online
R00000226,S20210002,A00720,2021,Matemática,Finalizado,54.7,54.7,54.7,25,202.0,2021-09-26 15:15:00,Papel,1,Online
R00000227,S20210002,A00563,2021,Matemática,Finalizado,28.6,28.6,28.6,12,188.0,2021-05-08 18:45:00,Desktop,3,Não informado
R00000228,S20210002,A00009,2021,Matemática,Finalizado,76.1,76.1,76.1,39,344.0,2021-09-27 12:00:00,Celular,1,Online
R00000229,S20210002,A00368,2021,Matemática,Finalizado,77.4,77.4,77.4,35,181.0,2021-06-05 14:30:00,Não informado,,Online
R00000230,S20210002,A00108,2021,Matemática,Finalizado,44.2,44.2,44.2,18,285.0,2021-05-03 18:00:00,Desktop,3,Online
R00000231,S20210002,A00355,2021,Matemática,Finalizado,59.4,59.4,59.4,24,255.0,2021-09-17 19:15:00,Tablet,1,Centro
R00000232,S20210002,A00559,2021,Matemática,Finalizado,66.2,66.2,66.2,30,268.0,2021-04-03 08:15:00,Celular,2,Não informado
R00000233,S20210002,A00115,2021,Matemática,Finalizado,39.6,39.6,39.6,19,173.0,2021-06-26 17:00:00,Papel,1,Centro
R00000234,S20210002,A00354,2021,Matemática,Finalizado,83.0,83.0,83.0,37,209.0,2021-04-01 19:45:00,Desktop,,Não informado
R00000235,S20210002,A00554,2021,Matemática,Finalizado,58.8,58.8,58.8,24,182.0,2021-05-22 15:45:00,Papel,2,Centro
R00000236,S20210002,A00216,2021,Matemática,Finalizado,39.3,39.3,39.3,17,166.0,2021-07-15 19:15:00,Papel,1,Online
R00000237,S20210002,A00280,2021,Matemática,Finalizado,49.8,49.8,49.8,22,201.0,2021-08-11 00:00:00,Celular,,Não informado
R00000238,S20210002,A00648,2021,Matemática,Finalizado,50.7,50.7,50.7,23,133.0,2021-05-01 19:30:00,Não informado,,Aldeota
R00000239,S20210002,A00542,2021,Matemática,Finalizado,94.2,94.2,94.2,43,231.0,2021-09-15 13:15:00,Tablet,2,Sul
R00000240,S20210002,A00625,2021,Matemática,Finalizado,47.7,47.7,47.7,22,157.0,2021-11-14 15:30:00,Tablet,1,Não informado
R00000241,S20210002,A00410,2021,Matemática,Finalizado,55.3,55.3,55.3,25,152.0,2021-05-26 15:15:00,Tablet,3,Online
R00000242,S20210002,A00167,2021,Matemática,Finalizado,83.8,83.8,83.8,40,232.0,2021-09-14 09:00:00,Desktop,2,Online
R00000243,S20210002,A00776,2021,Matemática,Finalizado,76.5,76.5,76.5,32,154.0,2021-08-13 15:00:00,Desktop,3,Sul
R00000244,S20210002,A00025,2021,Matemática,Finalizado,50.5,50.5,50.5,25,183.0,2021-05-24 11:15:00,Não informado,,Sul
R00000245,S20210002,A00547,2021,Matemática,Finalizado,48.8,48.8,48.8,22,219.0,2021-06-22 08:45:00,Desktop,1,Online
R00000246,S20210002,A00785,2021,Matemática,Finalizado,16.7,16.7,16.7,11,321.0,2021-04-07 17:45:00,Tablet,2,Não informado
R00000247,S20210002,A00793,2021,Matemática,Incompleto,47.5,47.5,47.5,23,147.0,2021-05-10 18:00:00,Não informado,2,Não informado
R00000248,S20210002,A00605,2021,Matemática,Finalizado,84.1,84.1,84.1,42,268.0,2021-04-27 13:00:00,Tablet,3,Centro
R00000249,S20210002,A00333,2021,Matemática,Finalizado,105.0,,,45,224.0,2021-06-07 19:00:00,Celular,,Aldeota
R00000250,S20210002,A00531,2021,Matemática,Finalizado,70.8,70.8,70.8,33,231.0,2021-07-19 16:45:00,Não informado,1,Não informado
R00000251,S20210002,A00796,2021,Matemática,Finalizado,61.6,61.6,61.6,26,145.0,2021-10-28 12:00:00,Desktop,3,Online
R00000252,S20210002,A00458,2021,Matemática,Finalizado,45.8,45.8,45.8,19,339.0,2021-07-11 00:00:00,Celular,3,Sul
R00000253,S20210002,A00340,2021,Matemática,Finalizado,65.5,65.5,65.5,27,219.0,2021-07-27 10:30:00,Papel,1,Sul
R00000254,S20210002,A00325,2021,Matemática,Finalizado,70.6,70.6,70.6,33,185.0,2021-11-11 13:00:00,Celular,2,Não informado
R00000255,S20210002,A00717,2021,Matemática,Finalizado,61.1,61.1,61.1,28,228.0,2021-06-01 00:00:00,Desktop,2,Não informado
R00000256,S20210002,A00672,2021,Matemática,Finalizado,47.6,47.6,47.6,21,234.0,2021-04-07 13:30:00,Desktop,,Não informado
R00000257,S20210002,A00365,2021,Matemática,Finalizado,49.0,49.0,49.0,27,295.0,2021-04-13 13:30:00,Desktop,,Centro
R00000258,S20210002,A00621,2021,Matemática,Finalizado,73.1,73.1,73.1,32,322.0,2021-06-09 10:00:00,Desktop,1,Centro
R00000259,S20210002,A00791,2021,Matemática,Finalizado,59.4,59.4,59.4,24,274.0,2021-05-02 17:00:00,Tablet,2,Online
R00000260,S20210002,A00024,2021,Matemática,Finalizado,49.4,49.4,49.4,21,271.0,2021-09-03 11:30:00,Desktop,1,Centro
R00000261,S20210002,A00050,2021,Matemática,Finalizado,47.1,47.1,47.1,22,233.0,2021-07-08 19:30:00,Desktop,1,Sul
R00000262,S20210002,A00137,2021,Matemática,Incompleto,71.7,71.7,71.7,35,266.0,2021-09-21 10:30:00,Tablet,1,Não informado
R00000263,S20210002,A00211,2021,Matemática,Finalizado,78.5,78.5,78.5,35,309.0,2021-04-16 12:00:00,Celular,1,Centro
R00000264,S20210002,A00248,2021,Matemática,Finalizado,97.9,97.9,97.9,45,178.0,2021-11-27 18:00:00,Desktop,,Online
R00000265,S20210002,A00560,2021,Matemática,Finalizado,62.7,62.7,62.7,29,203.0,2021-11-07 14:15:00,Papel,3,Online
R00000266,S20210002,A00499,2021,Matemática,Finalizado,48.2,48.2,48.2,22,271.0,2021-06-26 00:00:00,Desktop,1,Não informado
R00000267,S20210002,A00530,2021,Matemática,Finalizado,78.9,78.9,78.9,34,260.0,2021-08-17 15:45:00,Celular,1,Online
R00000268,S20210002,A00085,2021,Matemática,Finalizado,87.5,87.5,87.5,40,201.0,2021-07-24 19:30:00,Não informado,3,Aldeota
R00000269,S20210002,A00363,2021,Matemática,Finalizado,76.0,76.0,76.0,34,171.0,2021-11-02 19:45:00,Desktop,1,Aldeota
R00000270,S20210002,A00765,2021,Matemática,Finalizado,55.9,55.9,55.89999999999999,26,148.0,2021-11-17 00:00:00,Tablet,1,Online
R00000271,S20210002,A00176,2021,Matemática,Finalizado,52.2,52.2,52.2,24,172.0,2021-07-03 08:15:00,Não informado,,Centro
R00000272,S20210002,A00040,2021,Matemática,Finalizado,73.1,73.1,73.1,34,177.0,2021-07-10 11:15:00,Não informado,,Sul
R00000273,S20210002,A00053,2021,Matemática,Finalizado,83.2,83.2,83.2,40,258.0,2021-10-21 08:00:00,Não informado,,Centro
R00000274,S20210002,A00586,2021,Matemática,Finalizado,64.3,64.3,64.3,27,222.0,2021-09-08 09:00:00,Papel,1,Centro
R00000275,S20210002,A00595,2021,Matemática,Finalizado,47.3,47.3,47.3,21,100.0,2021-10-21 12:00:00,Tablet,1,Online
R00000276,S20210002,A00212,2021,Matemática,Finalizado,52.0,52.0,52.0,21,277.0,2021-06-16 14:00:00,Tablet,2,Aldeota
R00000277,S20210003,A00636,2021,Matemática,Finalizado,105.0,,,90,169.0,2021-09-14 11:45:00,Não informado,3,Sul
R00000278,S20210003,A00137,2021,Matemática,Finalizado,61.0,61.0,61.0,56,235.0,2021-07-25 18:00:00,Papel,2,Sul
R00000279,S20210003,A00026,2021,Matemática,Finalizado,39.0,39.0,39.0,35,253.0,2021-04-05 13:15:00,Não informado,2,Aldeota
R00000280,S20210003,A00295,2021,Matemática,Finalizado,63.1,63.1,63.1,53,177.0,2021-06-21 13:15:00,Tablet,1,Não informado
R00000281,S20210003,A00241,2021,Matemática,Finalizado,54.4,54.4,54.400000000000006,50,0.0,2021-05-15 09:30:00,Não informado,,Sul
R00000282,S20210003,A00237,2021,Matemática,Finalizado,44.6,44.6,44.6,43,296.0,2021-05-26 11:15:00,Papel,1,Centro
R00000283,S20210003,A00353,2021,Matemática,Finalizado,82.4,82.4,82.4,71,277.0,2021-08-04 19:00:00,Celular,1,Online
R00000284,S20210003,A00502,2021,Matemática,Finalizado,34.5,34.5,34.5,30,153.0,2021-06-03 16:45:00,Desktop,1,Aldeota
R00000285,S20210003,A00144,2021,Matemática,Não informado,57.7,57.7,57.70000000000001,55,305.0,2021-05-05 13:00:00,Não informado,,Não informado
R00000286,S20210003,A00140,2021,Matemática,Finalizado,43.3,43.3,43.3,38,250.0,2021-04-19 14:15:00,Papel,2,Online
R00000287,S20210003,A00046,2021,Matemática,Finalizado,35.6,35.6,35.6,31,218.0,2021-09-11 19:15:00,Desktop,1,Aldeota
R00000288,S20210003,A00248,2021,Matemática,Finalizado,62.3,62.3,62.3,54,185.0,2021-05-04 00:00:00,Desktop,2,Não informado
R00000289,S20210003,A00487,2021,Matemática,Finalizado,51.4,51.4,51.4,48,230.0,2021-08-02 10:00:00,Papel,2,Sul
R00000290,S20210003,A00356,2021,Matemática,Finalizado,83.8,83.8,83.8,74,188.0,2021-10-08 08:00:00,Celular,1,Online
R00000291,S20210003,A00288,2021,Matemática,Finalizado,44.0,44.0,44.0,38,212.0,2021-07-21 13:00:00,Não informado,,Centro
R00000292,S20210003,A00392,2021,Matemática,Finalizado,86.3,86.3,86.3,80,300.0,2021-07-22 08:45:00,Desktop,1,Sul
R00000293,S20210003,A00526,2021,Matemática,Finalizado,48.1,48.1,48.1,38,222.0,2021-11-26 15:30:00,Desktop,1,Não informado
R00000294,S20210003,A00376,2021,Matemática,Finalizado,59.7,59.7,59.699999999999996,56,216.0,2021-04-11 09:15:00,Não informado,,Centro
R00000295,S20210003,A00559,2021,Matemática,Finalizado,59.9,59.9,59.9,54,193.0,2021-08-04 16:30:00,Celular,3,Online
R00000296,S20210003,A00011,2021,Matemática,Finalizado,53.7,53.7,53.7,46,184.0,2021-10-27 10:15:00,Celular,1,Sul
R00000297,S20210003,A00720,2021,Matemática,Finalizado,77.9,77.9,77.9,70,252.0,2021-04-28 08:45:00,Papel,,Online
R00000298,S20210003,A00262,2021,Matemática,Finalizado,50.3,50.3,50.3,43,296.0,2021-05-28 10:45:00,Papel,1,Sul
R00000299,S20210003,A00372,2021,Matemática,Finalizado,58.7,58.7,58.70000000000001,49,297.0,2021-09-12 10:15:00,Não informado,1,Online
R00000300,S20210003,A00443,2021,Matemática,Finalizado,66.5,66.5,66.5,61,261.0,2021-05-21 12:00:00,Papel,2,Aldeota
R00000301,S20210003,A00586,2021,Matemática,Finalizado,77.5,77.5,77.5,70,239.0,2021-07-03 09:45:00,Desktop,3,Online
R00000302,S20210003,A00481,2021,Matemática,Finalizado,52.6,52.6,52.6,49,229.0,2021-04-09 00:00:00,Desktop,2,Aldeota
R00000303,S20210003,A00275,2021,Matemática,Finalizado,81.6,81.6,81.6,76,194.0,2021-04-07 11:45:00,Desktop,3,Não informado
R00000304,S20210003,A00289,2021,Matemática,Finalizado,57.2,57.2,57.2,50,221.0,2021-06-27 10:15:00,Não informado,3,Aldeota
R00000305,S20210003,A00102,2021,Matemática,Finalizado,69.1,69.1,69.1,60,261.0,2021-05-06 09:15:00,Desktop,,Online
R00000306,S20210003,A00578,2021,Matemática,Finalizado,56.7,56.7,56.7,52,227.0,2021-09-23 13:45:00,Não informado,,Não informado
R00000307,S20210003,A00791,2021,Matemática,Incompleto,75.4,75.4,75.4,66,255.0,2021-11-17 11:00:00,Papel,1,Online
R00000308,S20210003,A00750,2021,Matemática,Incompleto,39.4,39.4,39.4,33,91.0,2021-08-28 16:00:00,Desktop,1,Sul
R00000309,S20210003,A00534,2021,Matemática,Finalizado,67.6,67.6,67.6,61,239.0,2021-08-21 10:15:00,Desktop,,Online
R00000310,S20210003,A00328,2021,Matemática,Incompleto,39.7,39.7,39.7,36,177.0,2021-08-16 16:15:00,Tablet,1,Online
R00000311,S20210003,A00085,2021,Matemática,Finalizado,57.3,57.3,57.3,54,127.0,2021-04-12 18:15:00,Desktop,1,Sul
R00000312,S20210003,A00229,2021,Matemática,Finalizado,75.5,75.5,75.5,67,202.0,2021-05-09 15:00:00,Papel,1,Online
R00000313,S20210003,A00410,2021,Matemática,Finalizado,79.2,79.2,79.2,70,302.0,2021-04-18 14:15:00,Desktop,2,Centro
R00000314,S20210003,A00547,2021,Matemática,Finalizado,67.9,67.9,67.9,63,160.0,2021-10-12 17:15:00,Não informado,1,Sul
R00000315,S20210003,A00112,2021,Matemática,Finalizado,42.1,42.1,42.1,40,260.0,2021-10-17 17:30:00,Papel,1,Centro
R00000316,S20210003,A00174,2021,Matemática,Finalizado,32.4,32.4,32.4,32,152.0,2021-09-16 13:30:00,Desktop,,Sul
R00000317,S20210003,A00013,2021,Matemática,Finalizado,52.5,52.5,52.5,46,190.0,2021-08-17 09:30:00,Não informado,2,Online
R00000318,S20210003,A00199,2021,Matemática,Finalizado,80.4,80.4,80.4,71,317.0,2021-07-01 18:15:00,Papel,,Online
R00000319,S20210003,A00040,2021,Matemática,Finalizado,37.8,37.8,37.8,31,218.0,2021-10-22 18:15:00,Não informado,1,Online
R00000320,S20210003,A00445,2021,Matemática,Finalizado,57.5,57.5,57.49999999999999,54,175.0,2021-07-09 08:15:00,Desktop,1,Centro
R00000321,S20210003,A00355,2021,Matemática,Finalizado,94.1,94.1,94.1,88,177.0,2021-07-15 12:30:00,Não informado,3,Online
R00000322,S20210003,A00363,2021,Matemática,Finalizado,62.2,62.2,62.2,57,351.0,2021-09-20 13:00:00,Papel,1,Sul
R00000323,S20210003,A00524,2021,Matemática,Finalizado,54.3,54.3,54.29999999999999,47,211.0,2021-05-25 11:15:00,Tablet,3,Sul
R00000324,S20210003,A00776,2021,Matemática,Finalizado,58.2,58.2,58.20000000000001,56,294.0,2021-11-02 11:45:00,Papel,3,Centro
R00000325,S20210003,A00689,2021,Matemática,Finalizado,72.7,72.7,72.7,60,235.0,2021-11-26 18:30:00,Desktop,,Sul
R00000326,S20210003,A00306,2021,Matemática,Finalizado,69.8,69.8,69.8,64,235.0,2021-07-02 11:15:00,Celular,3,Online
R00000327,S20210003,A00296,2021,Matemática,Finalizado,76.2,76.2,76.2,67,161.0,2021-04-24 11:15:00,Não informado,2,Sul
R00000328,S20210003,A00550,2021,Matemática,Finalizado,48.4,48.4,48.4,43,162.0,2021-11-22 17:15:00,Desktop,1,Online
R00000329,S20210003,A00382,2021,Matemática,Finalizado,75.3,75.3,75.3,66,154.0,2021-08-17 09:15:00,Papel,1,Online
R00000330,S20210003,A00280,2021,Matemática,Finalizado,65.4,65.4,65.4,57,368.0,2021-04-17 13:00:00,Não informado,3,Aldeota
R00000331,S20210003,A00698,2021,Matemática,Finalizado,63.3,63.3,63.3,58,163.0,2021-08-13 19:15:00,Celular,2,Não informado
R00000332,S20210003,A00755,2021,Matemática,Finalizado,47.9,47.9,47.9,44,238.0,2021-04-16 00:00:00,Desktop,1,Online
R00000333,S20210003,A00150,2021,Matemática,Finalizado,38.8,38.8,38.8,39,331.0,2021-09-26 11:30:00,Celular,1,Não informado
R00000334,S20210003,A00176,2021,Matemática,Finalizado,60.5,60.5,60.5,54,307.0,2021-06-10 09:45:00,Celular,1,Sul
R00000335,S20210003,A00009,2021,Matemática,Finalizado,76.3,76.3,76.3,70,236.0,2021-11-19 14:15:00,Desktop,,Aldeota
R00000336,S20210003,A00108,2021,Matemática,Finalizado,65.2,65.2,65.2,57,249.0,2021-05-09 17:45:00,Desktop,1,Online
R00000337,S20210003,A00765,2021,Matemática,Finalizado,94.7,94.7,94.7,87,241.0,2021-07-09 09:45:00,Desktop,1,Não informado
R00000338,S20210003,A00313,2021,Matemática,Finalizado,56.4,56.4,56.39999999999999,51,166.0,2021-06-20 15:45:00,Desktop,1,Não informado
R00000339,S20210003,A00560,2021,Matemática,Finalizado,67.0,67.0,67.0,60,175.0,2021-10-10 08:30:00,Desktop,2,Centro
R00000340,S20210003,A00072,2021,Matemática,Incompleto,45.5,45.5,45.5,39,201.0,2021-05-25 18:30:00,Desktop,1,Aldeota
R00000341,S20210003,A00796,2021,Matemática,Ausente,,,,,,2021-10-23 00:00:00,Tablet,1,Não informado
R00000342,S20210003,A00132,2021,Matemática,Finalizado,72.3,72.3,72.3,63,248.0,2021-08-08 13:15:00,Papel,3,Aldeota
R00000343,S20210003,A00591,2021,Matemática,Finalizado,68.4,68.4,68.4,63,180.0,2021-06-22 13:45:00,Desktop,1,Aldeota
R00000344,S20210003,A00521,2021,Matemática,Finalizado,92.8,92.8,92.8,84,252.0,2021-08-27 11:30:00,Papel,,Online
R00000345,S20210003,A00033,2021,Matemática,Finalizado,69.3,69.3,69.3,64,309.0,2021-09-24 00:00:00,Não informado,3,Não informado
R00000346,S20210003,A00652,2021,Matemática,Finalizado,56.7,56.7,56.7,50,113.0,2021-10-09 10:15:00,Não informado,1,Aldeota
R00000347,S20210003,A00618,2021,Matemática,Finalizado,65.6,65.6,65.6,61,345.0,2021-10-22 00:00:00,Celular,1,Online
R00000348,S20210003,A00120,2021,Matemática,Finalizado,76.1,76.1,76.1,68,181.0,2021-07-11 08:00:00,Desktop,1,Online
R00000349,S20210003,A00141,2021,Matemática,Finalizado,54.4,54.4,54.400000000000006,48,179.0,2021-08-19 00:00:00,Celular,3,Online
R00000350,S20210003,A00621,2021,Matemática,Finalizado,65.6,65.6,65.6,61,168.0,2021-04-20 19:30:00,Desktop,3,Aldeota
R00000351,S20210003,A00798,2021,Matemática,Finalizado,51.2,51.2,51.2,47,118.0,2021-06-15 09:00:00,Desktop,,Não informado
R00000352,S20210003,A00212,2021,Matemática,Finalizado,41.7,41.7,41.7,40,211.0,2021-05-17 08:00:00,Papel,2,Aldeota
R00000353,S20210003,A00227,2021,Matemática,Finalizado,83.3,83.3,83.3,76,292.0,2021-05-28 13:30:00,Não informado,1,Online
R00000354,S20210003,A00167,2021,Matemática,Finalizado,72.8,72.8,72.8,62,241.0,2021-04-17 10:45:00,Desktop,,Centro
R00000355,S20210003,A00471,2021,Matemática,Finalizado,65.0,65.0,65.0,57,361.0,2021-04-02 16:30:00,Desktop,3,Aldeota
R00000356,S20210003,A00115,2021,Matemática,Finalizado,32.2,32.2,32.2,31,309.0,2021-04-17 16:30:00,Desktop,1,Centro
R00000357,S20210003,A00004,2021,Matemática,Finalizado,83.3,83.3,83.3,78,294.0,2021-07-04 19:45:00,Não informado,2,Online
R00000358,S20210003,A00368,2021,Matemática,Finalizado,58.4,58.4,58.4,52,156.0,2021-07-18 08:00:00,Desktop,3,Online
R00000359,S20210003,A00053,2021,Matemática,Finalizado,80.3,80.3,80.3,70,312.0,2021-04-14 15:45:00,Papel,1,Aldeota
R00000360,S20210003,A00073,2021,Matemática,Finalizado,47.8,47.8,47.8,44,210.0,2021-08-23 08:15:00,Desktop,2,Online
R00000361,S20210003,A00458,2021,Matemática,Finalizado,36.7,36.7,36.7,36,218.0,2021-06-18 12:30:00,Desktop,1,Online
R00000362,S20210003,A00196,2021,Matemática,Finalizado,75.6,75.6,75.6,68,180.0,2021-07-09 13:00:00,Desktop,,Sul
R00000363,S20210003,A00067,2021,Matemática,Finalizado,58.1,58.1,58.099999999999994,52,177.0,2021-06-04 11:00:00,Desktop,1,Não informado
R00000364,S20210003,A00268,2021,Matemática,Finalizado,53.6,53.6,53.6,51,254.0,2021-08-02 16:15:00,Celular,2,Sul
R00000365,S20210003,A00333,2021,Matemática,Finalizado,66.8,66.8,66.8,63,174.0,2021-05-12 17:45:00,Celular,1,Sul
R00000366,S20210003,A00742,2021,Matemática,Finalizado,42.2,42.2,42.2,35,188.0,2021-11-04 13:15:00,Celular,1,Sul
R00000367,S20210003,A00325,2021,Matemática,Finalizado,45.7,45.7,45.7,42,261.0,2021-10-21 10:15:00,Tablet,,Não informado
R00000368,S20210003,A00211,2021,Matemática,Finalizado,56.4,56.4,56.39999999999999,52,253.0,2021-10-06 09:45:00,Tablet,,Centro
R00000369,S20210003,A00346,2021,Matemática,Finalizado,57.7,57.7,57.70000000000001,53,182.0,2021-08-22 17:30:00,Não informado,1,Não informado
R00000370,S20210003,A00530,2021,Matemática,Finalizado,53.8,53.8,53.79999999999999,48,191.0,2021-08-24 17:30:00,Desktop,,Sul
R00000371,S20210003,A00409,2021,Matemática,Finalizado,65.3,65.3,65.3,62,146.0,2021-09-02 16:15:00,Papel,2,Sul
R00000372,S20210003,A00717,2021,Matemática,Finalizado,52.8,52.8,52.800000000000004,47,248.0,2021-09-01 15:00:00,Papel,2,Sul
R00000373,S20210003,A00050,2021,Matemática,Ausente,,,,,,2021-07-05 11:00:00,Papel,3,Centro
R00000374,S20210003,A00340,2021,Matemática,Ausente,,,,,,2021-10-07 19:00:00,Papel,1,Centro
R00000375,S20210003,A00024,2021,Matemática,Finalizado,77.2,77.2,77.2,69,219.0,2021-04-01 16:15:00,Celular,1,Sul
R00000376,S20210003,A00774,2021,Matemática,Finalizado,21.4,21.4,21.4,19,201.0,2021-06-14 13:15:00,Tablet,1,Sul
R00000377,S20210003,A00563,2021,Matemática,Finalizado,44.1,44.1,44.1,45,286.0,2021-10-01 12:15:00,Papel,1,Online
R00000378,S20210003,A00025,2021,Matemática,Incompleto,68.3,68.3,68.3,62,250.0,2021-09-11 15:30:00,Papel,1,Não informado
R00000379,S20210003,A00542,2021,Matemática,Finalizado,84.3,84.3,84.3,72,232.0,2021-11-08 16:45:00,Celular,,Online
R00000380,S20210003,A00354,2021,Matemática,Finalizado,78.3,78.3,78.3,71,201.0,2021-07-21 13:45:00,Celular,1,Sul
R00000381,S20210003,A00343,2021,Matemática,Finalizado,53.1,53.1,53.1,49,243.0,2021-11-16 16:00:00,Papel,1,Online
R00000382,S20210003,A00494,2021,Matemática,Finalizado,48.1,48.1,48.1,42,265.0,2021-04-13 08:30:00,Tablet,3,Online
R00000383,S20210003,A00323,2021,Matemática,Finalizado,37.3,37.3,37.3,33,233.0,2021-09-13 15:00:00,Tablet,1,Online
